Memory Usage,Inference_Time,Model_Output
0,277,5
0,268,0
0,270,0
0,270,0
0,276,5
0,275,4
24,275,0
24,270,0
0,274,0
0,269,0
0,276,4
0,261,0
0,276,0
0,274,2
0,274,0
0,265,0
0,276,3
0,271,3
0,439,0
4.29E+09,352,4
0,271,0
0,275,0
0,277,0
0,273,4
0,279,4
0,270,0
0,277,3
0,263,0
0,265,0
0,275,3
0,279,4
0,272,0
0,278,0
0,274,3
0,278,0
0,273,3
0,277,4
0,273,5
0,263,0
0,255,0
0,274,0
0,269,0
0,278,0
0,275,3
0,279,1
0,274,0
0,278,5
0,269,0
24,279,0
0,274,0
0,273,0
0,264,0
0,276,0
0,272,0
0,263,0
0,408,0
0,279,0
0,259,0
0,279,0
0,267,0
0,275,4
0,262,0
0,274,0
0,269,0
0,264,0
0,271,0
24,276,0
0,434,0
0,275,0
0,272,5
0,265,0
4.29E+09,264,0
0,268,0
0,272,0
0,276,0
0,274,0
0,266,0
0,263,0
0,271,0
0,275,4
0,278,0
0,269,0
0,275,5
0,274,4
0,278,0
0,269,0
0,276,4
0,268,0
0,280,0
0,274,0
0,279,0
0,261,0
0,277,0
0,269,0
0,267,0
0,261,0
0,265,0
0,273,0
0,276,4
0,273,0
0,276,0
0,270,0
0,275,0
0,263,0
0,276,4
0,273,5
0,275,0
0,274,0
0,259,0
0,269,0
0,275,0
0,276,0
0,268,0
0,274,5
0,278,0
0,260,0
24,264,0
0,273,5
0,269,0
0,271,0
0,274,0
0,276,4
0,268,0
0,270,0
0,272,0
24,272,0
0,273,0
0,264,0
0,277,0
0,269,0
0,278,0
0,271,0
0,276,3
24,271,0
0,274,0
0,264,0
0,278,0
0,274,4
0,278,0
0,274,0
0,276,3
0,262,0
0,269,0
0,275,4
0,278,0
0,268,0
0,266,0
0,264,0
0,276,0
0,260,0
0,279,3
4.29E+09,315,0
0,274,0
0,273,5
0,276,0
0,266,0
0,270,0
4.29E+09,271,0
0,273,0
0,268,0
0,275,0
0,274,0
0,275,0
0,261,0
0,278,0
0,269,0
0,274,0
0,261,0
0,269,0
0,274,0
0,279,5
0,347,5
0,274,0
0,272,0
0,278,4
4.29E+09,338,4
0,278,0
0,273,0
0,265,0
0,264,0
0,267,0
0,275,0
24,277,4
0,458,0
0,276,0
0,269,0
0,278,5
0,271,0
0,272,0
0,271,0
0,266,0
0,255,0
0,277,3
0,275,4
0,264,0
0,271,0
4.29E+09,389,2
0,271,0
0,277,0
0,274,0
0,272,0
4.29E+09,292,0
0,276,0
0,269,0
0,276,0
0,269,0
0,277,0
0,279,4
0,265,0
0,273,4
0,278,0
0,270,0
0,278,0
0,272,0
0,276,0
0,262,0
0,277,0
0,272,3
0,274,0
24,262,0
0,271,3
0,272,0
0,272,0
0,260,0
0,269,0
0,272,0
0,273,0
24,264,0
0,274,0
0,265,0
0,278,3
0,273,0
0,277,0
0,275,0
4.29E+09,376,0
4.29E+09,405,0
0,274,0
0,269,0
0,276,3
0,263,0
0,276,0
0,274,4
0,278,0
0,260,0
0,276,0
0,275,4
0,265,0
0,272,0
0,275,5
0,274,0
0,279,5
0,259,0
0,276,0
0,263,0
0,267,0
2324,275,0
0,275,0
0,274,0
0,278,3
0,269,0
0,264,0
0,271,0
4.29E+09,475,0
0,263,0
0,273,0
0,263,0
0,264,0
0,270,0
0,267,0
0,259,0
0,277,0
0,272,5
0,277,0
0,261,0
0,276,0
0,261,0
0,272,0
0,255,0
0,267,0
0,270,0
0,275,0
0,276,4
0,277,5
0,272,0
0,275,0
0,273,0
0,266,0
0,267,0
0,278,0
0,273,4
0,280,4
0,272,0
0,273,0
0,273,4
0,277,0
0,270,0
0,279,4
0,270,0
0,273,0
0,263,0
0,259,0
0,270,0
0,275,0
0,261,0
0,267,0
0,264,0
0,273,0
0,272,0
0,277,5
0,272,0
0,266,0
0,271,0
0,266,0
0,263,0
0,279,0
0,264,0
0,278,5
0,271,4
0,278,4
0,260,0
0,272,0
0,273,0
0,273,0
0,272,0
0,277,5
0,262,0
0,278,0
0,264,0
0,278,0
0,273,0
0,273,0
0,271,0
0,276,0
0,273,0
0,265,0
0,271,0
0,278,5
0,268,0
0,278,0
0,272,2
0,279,0
0,262,0
0,352,0
0,272,0
0,275,0
0,270,0
0,268,0
0,436,0
0,275,0
0,274,5
0,267,0
0,275,3
0,276,0
0,275,4
0,273,0
0,272,0
0,276,0
0,278,5
0,278,3
0,274,0
0,276,3
0,264,0
0,278,0
0,272,0
0,278,0
0,266,0
0,266,0
0,260,0
0,263,0
0,270,0
0,279,0
0,267,0
0,278,0
0,272,0
0,274,0
0,272,4
0,264,0
0,275,0
0,276,0
0,277,4
0,275,3
0,270,0
0,277,0
0,303,0
0,276,3
0,273,0
4.29E+09,422,0
24,269,0
0,274,0
0,272,0
0,275,0
0,273,4
0,274,0
0,273,0
0,276,0
0,269,0
0,276,0
0,267,3
0,272,0
0,269,0
0,279,0
0,262,0
0,273,0
0,274,0
0,279,0
0,268,0
0,288,0
0,271,0
2324,264,0
0,269,0
0,271,0
0,268,0
0,277,0
0,261,0
0,273,0
4.29E+09,461,0
0,276,0
0,271,3
0,276,3
0,272,0
0,277,4
0,271,0
0,277,0
0,273,0
0,279,0
0,272,0
0,275,0
0,260,0
0,265,0
0,263,0
0,274,0
0,270,0
0,267,0
0,267,0
0,278,5
0,259,0
0,259,0
0,260,0
0,260,0
0,272,0
0,278,0
0,270,0
0,274,0
0,272,0
0,275,0
0,268,0
4.29E+09,342,0
0,267,0
0,276,0
0,270,0
0,272,0
0,271,0
0,267,0
0,272,6
0,276,0
4.29E+09,362,4
0,272,0
0,274,3
0,260,0
0,260,0
0,275,0
0,272,0
0,274,0
0,269,0
0,273,0
0,275,5
0,273,0
0,274,5
0,273,0
0,268,0
0,273,0
0,275,4
0,263,0
0,272,0
0,274,0
4.29E+09,368,0
0,263,0
0,255,0
0,277,0
0,268,0
0,276,0
0,272,0
0,279,0
0,271,4
0,336,0
0,268,0
0,279,4
0,259,0
0,277,5
0,273,0
0,279,0
4.29E+09,354,0
0,273,0
0,271,0
0,272,0
0,269,0
0,275,0
0,275,0
0,276,0
0,271,0
0,278,5
0,435,5
0,279,0
0,267,0
0,276,4
0,271,0
0,276,0
0,271,0
0,273,0
0,271,5
0,274,4
0,274,1
0,265,0
0,272,3
0,265,0
0,260,0
0,278,0
0,264,0
0,265,0
0,274,0
0,274,0
0,273,4
0,275,0
4.29E+09,353,0
4.29E+09,386,3
0,273,4
0,272,0
0,271,0
0,266,0
0,273,3
0,274,0
0,272,0
0,277,3
0,274,0
0,266,0
0,273,0
0,273,0
0,271,0
0,272,0
0,276,4
0,273,0
0,274,4
0,275,0
0,272,0
2324,279,4
0,274,5
0,276,4
4.29E+09,374,5
0,276,0
0,273,0
0,277,0
4.29E+09,451,0
0,277,0
0,272,5
0,278,0
0,263,0
0,276,0
0,273,0
0,268,0
0,272,0
0,277,0
0,272,0
0,274,0
0,255,0
0,266,0
0,270,0
0,277,0
0,276,4
0,273,0
0,271,0
0,273,0
0,269,0
0,275,0
0,261,0
0,272,0
0,268,0
0,277,4
0,273,0
24,277,0
0,270,0
0,263,0
0,263,0
0,273,0
0,272,0
0,275,0
0,271,0
0,272,0
0,272,0
0,273,0
0,271,0
0,276,0
24,274,0
0,274,0
0,269,0
0,259,0
0,271,0
0,275,4
0,255,0
0,276,0
0,268,0
0,263,0
0,276,4
0,277,0
0,269,0
0,275,0
0,270,0
24,272,0
0,273,0
0,276,4
0,264,0
0,276,0
0,274,4
0,273,0
0,275,0
0,264,0
0,274,4
0,275,0
0,269,0
0,278,3
0,265,0
0,264,0
0,274,4
0,277,0
0,263,0
0,277,0
0,273,0
0,279,0
0,271,0
0,268,0
0,273,5
0,276,4
0,272,0
0,274,0
0,273,5
0,268,0
0,272,4
0,276,0
0,272,0
0,266,0
0,260,0
0,274,0
0,263,0
0,259,0
0,271,0
0,278,0
0,255,0
0,276,0
0,272,0
0,276,0
0,276,0
0,277,0
0,272,0
0,275,0
0,271,0
0,278,0
0,262,0
0,278,3
0,262,0
0,279,5
0,274,0
0,278,0
0,262,0
0,265,0
0,275,0
0,266,0
0,272,0
0,279,4
0,269,0
0,277,3
0,269,0
0,278,5
0,272,5
0,278,0
0,262,0
0,274,0
0,262,0
0,278,0
0,271,0
0,276,0
0,273,0
0,277,5
0,267,3
0,276,0
0,264,0
0,273,0
0,263,0
0,279,3
0,274,4
0,277,0
0,269,0
0,278,3
0,275,4
0,278,3
0,269,0
0,259,0
0,273,0
0,267,0
0,273,0
0,274,0
0,270,0
0,275,0
0,273,0
0,278,0
0,270,0
0,273,0
0,275,4
0,279,3
0,260,0
4.29E+09,445,0
0,274,0
0,275,0
0,274,4
0,265,0
0,266,0
0,279,4
0,262,0
24,275,0
0,271,0
0,274,0
0,274,0
0,279,4
0,274,0
0,276,5
0,274,3
0,277,4
4.29E+09,369,0
0,273,0
0,274,5
0,279,5
0,261,0
0,276,3
0,270,0
0,259,0
0,261,0
0,273,0
0,271,0
0,276,0
0,274,5
0,275,0
0,272,3
0,278,0
0,273,3
0,276,0
0,274,0
0,276,0
0,274,5
0,266,0
0,262,0
0,276,0
0,439,4
0,264,0
0,263,0
0,277,4
0,262,0
0,279,0
0,272,0
0,275,0
0,267,0
0,275,0
0,275,0
0,277,0
4.29E+09,439,0
0,267,0
0,274,4
0,277,0
0,260,0
0,274,0
4.29E+09,454,4
0,275,0
0,269,0
0,272,0
0,255,0
0,277,3
0,273,5
0,278,5
0,269,0
0,265,0
0,265,0
0,277,0
0,274,0
0,276,0
0,276,4
0,276,0
0,273,5
0,279,0
0,271,3
0,274,0
0,271,0
0,278,0
0,267,0
0,272,0
0,276,5
0,275,0
0,268,0
0,271,0
0,262,0
0,265,0
0,272,0
0,276,0
0,275,3
0,274,0
0,274,0
0,268,0
0,268,0
24,278,0
0,264,0
0,274,0
0,270,0
0,279,0
0,274,0
0,268,0
4.29E+09,266,0
0,279,0
4.29E+09,456,4
0,273,0
0,275,0
0,279,3
0,275,4
0,269,0
0,272,0
0,280,0
0,260,0
0,277,0
0,272,0
0,277,3
0,269,0
0,267,0
0,271,4
0,274,0
0,273,4
0,275,4
0,272,0
0,276,5
0,271,0
0,269,0
0,273,0
0,273,0
0,266,0
0,275,0
0,274,0
0,280,4
0,274,0
0,277,0
0,273,0
0,274,0
0,259,0
0,264,0
0,255,0
0,277,0
0,261,0
0,441,0
0,259,0
0,274,4
0,274,0
0,274,0
0,273,0
0,276,0
0,275,5
0,265,0
0,261,0
0,268,0
0,271,0
0,279,0
0,263,0
0,278,0
0,261,0
0,274,0
0,274,0
4.29E+09,378,0
0,263,0
0,267,0
0,428,0
0,273,0
0,271,0
0,276,0
0,259,0
0,277,0
0,274,5
0,272,0
0,267,0
0,273,0
0,275,2
0,276,0
0,272,0
0,275,0
0,263,0
0,276,4
0,272,0
0,276,0
0,263,0
0,275,0
0,267,0
24,275,5
0,272,4
0,274,0
0,272,0
0,275,0
0,456,4
0,264,0
0,275,0
0,275,4
0,272,0
0,278,0
0,273,0
0,274,0
0,271,0
0,275,0
0,271,0
0,279,0
0,261,0
0,275,0
0,262,0
24,276,0
0,273,0
0,268,0
0,273,0
0,278,0
0,274,4
0,277,3
4.29E+09,342,0
0,278,4
0,272,0
0,274,0
0,269,0
0,274,0
0,274,0
0,275,0
0,273,0
0,275,0
0,274,4
0,276,0
0,268,0
4.29E+09,465,0
0,265,0
0,275,0
0,267,0
0,276,0
0,271,0
0,275,0
0,273,0
2324,275,0
0,279,3
0,273,0
0,272,5
0,275,0
0,275,0
0,276,0
0,271,0
0,275,4
0,260,0
0,277,0
0,273,0
0,278,0
0,255,0
0,276,0
0,273,0
0,265,0
0,262,0
24,277,5
0,275,4
0,278,0
0,274,0
2324,274,0
0,270,0
0,277,0
0,270,0
0,279,0
0,273,0
0,273,0
0,271,0
0,278,0
0,272,0
0,280,0
0,272,5
0,278,0
0,272,4
4.29E+09,409,0
0,263,0
0,272,0
0,269,0
0,275,0
0,269,0
0,276,0
0,273,3
0,276,0
0,271,0
0,273,0
0,272,0
0,276,0
0,275,5
0,294,3
0,270,0
0,272,0
0,276,0
0,278,0
0,273,0
0,278,0
0,273,0
0,272,0
0,273,5
0,278,0
0,263,0
0,275,0
0,392,0
0,274,0
0,272,3
0,278,0
0,262,0
0,277,4
0,270,0
0,277,0
0,274,0
0,276,0
0,269,0
0,266,0
0,263,0
0,276,0
0,272,0
0,267,0
0,271,0
0,276,0
0,273,0
0,266,0
24,276,4
0,279,4
0,274,5
0,265,0
0,272,3
0,268,0
0,273,0
0,279,5
0,270,0
0,266,0
0,272,3
24,277,5
0,271,0
0,274,4
0,274,4
0,277,0
0,271,0
0,275,0
0,273,5
0,269,0
0,270,0
0,277,0
0,271,0
0,271,0
0,271,0
0,277,4
0,268,0
0,278,4
0,274,0
0,282,0
0,271,0
0,277,0
0,259,0
0,272,0
0,263,0
0,279,3
4.29E+09,463,0
0,276,0
0,273,0
0,263,0
0,419,0
0,277,5
0,272,0
0,274,0
0,295,0
0,276,5
0,271,0
0,267,0
0,273,4
0,271,0
0,260,0
0,276,1
0,274,0
0,279,0
0,263,0
0,275,0
0,275,0
0,277,0
0,405,0
0,267,0
0,272,0
0,272,0
0,274,0
0,277,0
0,272,4
0,279,4
0,269,0
0,268,0
0,263,0
0,259,0
0,270,0
0,264,0
0,264,0
0,275,5
0,271,0
0,275,0
24,274,0
0,271,0
0,419,0
0,280,0
0,274,0
0,274,0
0,268,0
0,276,0
0,263,0
0,279,0
0,274,4
0,274,0
0,272,0
0,267,0
0,270,0
0,264,0
0,270,0
0,276,0
0,264,0
0,271,0
0,307,0
0,276,0
24,259,0
0,274,5
0,261,0
0,276,0
0,275,4
0,259,0
0,275,0
0,279,0
0,263,0
0,276,0
0,275,4
0,277,3
0,275,0
0,295,0
0,268,0
0,271,3
0,274,5
0,264,0
2324,269,0
0,277,0
0,271,0
0,263,0
0,278,4
0,270,0
0,276,4
0,273,0
0,271,3
0,268,0
0,268,0
0,265,0
0,275,0
0,273,0
0,260,0
0,277,4
0,271,0
0,295,0
0,275,5
0,288,4
0,271,0
0,280,0
0,300,0
0,281,5
0,279,5
0,279,0
0,271,0
0,283,0
0,262,0
4.29E+09,443,0
0,271,3
0,275,0
0,261,0
0,272,0
2324,414,0
0,276,0
0,271,4
0,274,0
0,270,0
0,278,5
0,272,0
0,274,4
0,295,0
0,273,0
0,274,0
0,264,0
0,266,0
0,272,0
0,301,0
0,274,0
0,278,5
0,268,0
0,287,0
0,276,0
0,268,0
0,286,4
0,268,0
0,278,4
0,273,0
0,273,0
0,265,0
0,278,0
0,264,0
4.29E+09,279,4
0,263,0
0,276,0
0,419,0
0,267,0
0,272,4
0,278,0
0,279,0
0,270,0
0,285,0
24,283,4
0,274,3
0,274,3
0,272,0
0,277,5
0,271,0
0,278,4
0,299,0
0,278,0
0,271,0
0,276,0
0,269,0
0,270,0
0,274,0
0,275,0
0,271,0
0,277,0
0,272,0
0,280,0
0,275,4
0,272,0
0,298,0
24,282,4
0,272,0
4.29E+09,309,0
0,260,0
0,273,0
0,274,0
0,274,0
0,261,0
0,277,0
0,275,4
0,278,2
0,270,0
0,272,0
0,479,0
0,208,0
0,211,0
0,208,0
0,199,0
0,208,0
0,211,0
0,208,0
0,211,0
0,208,0
0,211,0
0,209,0
0,212,3
0,208,0
0,208,0
0,211,0
0,208,0
0,208,0
0,212,4
0,199,0
0,208,0
0,200,0
0,208,0
0,200,0
0,209,0
0,210,0
0,211,0
0,211,5
0,208,0
0,208,0
0,212,4
0,209,0
0,211,0
0,211,0
0,211,5
0,211,5
0,200,0
0,208,0
0,212,0
0,211,0
0,211,3
0,211,4
0,209,0
0,200,0
0,212,4
0,208,0
0,210,0
0,208,0
0,211,4
0,209,0
0,210,5
0,208,0
0,209,0
4.29E+09,350,0
0,211,0
0,208,0
0,211,0
0,211,0
0,208,0
0,208,0
0,211,0
0,210,0
0,211,0
0,211,0
0,211,0
0,211,0
0,209,0
0,211,4
0,200,0
0,208,0
0,211,0
0,208,0
0,211,0
0,211,0
0,208,0
0,211,5
0,209,0
0,208,0
0,210,0
0,208,0
0,212,4
0,211,0
0,200,0
0,208,0
0,208,0
0,208,0
0,208,0
0,210,4
0,209,0
0,209,0
0,200,0
0,208,0
0,211,0
0,208,0
0,208,0
0,208,0
0,200,0
0,211,0
0,211,0
0,211,5
0,200,0
0,199,0
0,209,0
0,211,0
0,200,0
0,211,0
0,208,0
0,208,0
0,212,2
0,208,0
0,210,0
0,211,5
0,200,0
0,210,5
0,211,0
0,208,0
0,211,0
0,211,0
0,209,0
0,211,0
0,199,0
0,199,0
0,208,0
0,199,0
0,209,0
0,211,4
0,211,5
0,199,0
0,211,4
0,209,0
0,209,0
0,211,4
0,211,0
0,199,0
0,211,2
0,199,0
0,200,0
0,208,0
0,200,0
0,199,0
0,208,0
0,212,0
0,209,0
0,211,4
0,200,0
0,211,0
4.29E+09,334,0
0,211,0
0,200,0
0,199,0
0,211,3
0,200,0
0,200,0
0,208,0
0,208,0
0,211,5
0,209,0
0,208,0
0,211,0
0,200,0
0,211,0
0,208,0
0,211,5
0,210,0
0,211,5
0,199,0
0,208,0
0,211,0
0,211,0
0,211,0
0,208,0
0,211,0
0,211,4
0,211,3
0,210,4
0,211,0
0,200,0
0,211,4
0,209,0
0,208,0
0,208,0
0,211,4
0,211,0
0,209,0
0,208,0
0,212,4
0,211,0
0,211,0
0,211,5
0,200,0
0,210,0
0,199,0
0,208,0
0,211,0
0,211,5
0,212,0
0,200,0
0,208,0
0,208,0
0,209,0
0,200,0
0,208,0
0,211,3
0,208,0
0,211,2
0,209,0
0,211,0
0,199,0
0,208,0
0,209,0
0,211,5
0,208,0
0,211,0
0,211,5
0,212,4
0,211,0
0,200,0
0,211,5
0,208,0
0,200,0
0,211,3
0,208,0
0,211,0
0,200,0
0,211,0
0,211,0
0,212,4
0,211,3
0,211,0
0,208,0
0,207,0
0,199,0
0,208,0
0,211,5
0,211,0
0,211,0
0,208,0
0,200,0
0,209,0
0,200,0
0,209,0
0,209,0
0,208,4
0,211,3
0,200,0
0,209,0
0,208,0
0,199,0
0,209,0
0,209,0
0,208,0
0,211,0
0,209,0
0,211,4
0,211,0
0,209,0
0,209,0
0,209,0
0,209,0
0,208,0
0,211,0
0,211,0
0,208,0
0,199,0
0,212,4
0,209,0
0,211,0
0,211,3
0,208,0
0,211,3
0,209,0
0,210,0
0,212,0
0,200,0
0,209,0
0,211,4
0,211,0
0,209,0
0,211,0
0,210,0
0,211,0
0,208,0
0,200,0
0,211,5
0,209,0
0,211,0
0,208,0
0,211,0
0,208,0
0,208,0
0,210,0
0,211,0
0,210,0
0,212,0
0,209,0
0,208,0
0,211,0
0,199,0
0,208,0
0,209,0
0,208,0
0,211,0
0,208,0
0,199,0
0,208,0
0,208,0
0,209,0
0,210,0
0,212,0
0,208,0
0,208,0
0,200,0
0,211,5
0,200,0
0,212,4
0,208,0
0,211,3
0,199,0
0,208,0
0,208,0
0,208,0
0,209,0
0,208,0
0,211,0
0,211,5
0,208,0
0,210,0
0,208,0
0,209,0
0,208,0
0,209,0
0,210,0
0,209,0
0,208,0
0,209,0
0,211,0
0,208,0
0,211,3
0,211,5
0,210,0
0,208,0
0,208,0
0,211,3
0,200,0
0,211,0
0,208,0
0,210,0
4.29E+09,346,0
0,212,0
0,208,0
0,207,4
0,208,0
0,208,0
0,211,0
0,212,3
0,211,5
0,208,0
0,211,0
0,211,0
0,209,0
0,209,0
0,210,3
0,208,0
0,211,0
0,211,0
0,209,0
0,209,0
0,209,0
0,199,0
2324,208,0
0,212,4
0,208,0
0,211,3
0,211,0
0,211,0
0,210,0
0,208,0
0,199,0
0,208,0
0,199,0
0,209,0
0,208,0
0,209,0
0,211,3
0,209,0
0,204,0
0,208,0
0,199,0
0,209,0
0,208,0
0,209,0
0,208,0
0,208,0
0,208,0
0,200,0
0,209,0
0,211,0
0,199,0
0,200,0
0,211,0
0,200,0
0,211,0
0,208,0
0,209,0
0,209,0
0,209,0
0,210,0
0,211,0
0,211,0
0,211,0
0,199,0
0,211,3
0,200,0
0,211,4
0,208,0
0,209,0
0,209,0
0,208,0
0,211,3
0,199,0
0,210,0
0,211,0
0,199,0
0,211,0
0,200,0
0,208,0
0,208,0
0,210,0
0,209,0
0,211,0
0,209,0
0,199,0
0,208,0
4.29E+09,328,0
0,210,0
0,209,0
0,208,0
0,208,0
0,207,4
0,200,0
0,212,0
0,211,0
0,211,0
0,208,0
0,211,5
0,209,0
0,200,0
0,211,0
0,208,0
0,206,0
0,211,0
0,208,0
0,208,0
0,211,5
0,200,0
0,209,0
0,199,0
0,211,0
0,209,0
0,208,0
0,211,0
0,211,0
0,199,0
0,209,0
0,212,0
0,209,0
0,199,0
0,208,0
0,199,0
0,209,0
0,208,0
0,209,0
0,208,0
0,208,0
0,209,0
0,200,0
0,200,0
0,212,4
0,211,4
0,211,5
0,212,4
0,208,0
0,209,0
0,208,4
0,209,0
0,209,0
0,210,0
0,199,0
0,211,0
0,200,0
0,211,2
0,209,0
0,199,0
0,199,0
0,212,4
0,211,3
0,199,0
0,211,0
0,210,4
0,211,0
0,211,3
0,200,0
0,212,3
0,209,0
0,210,0
0,211,0
0,208,0
0,208,0
0,211,0
0,211,4
0,199,0
0,211,3
0,207,0
0,200,0
0,211,0
0,211,0
0,200,0
0,211,0
0,211,0
0,210,0
0,199,0
0,211,3
0,199,0
0,210,0
0,208,0
0,209,0
0,211,0
0,211,0
0,211,0
0,208,0
0,199,0
0,208,0
0,200,0
0,208,0
0,199,0
0,208,0
0,211,4
0,211,4
2324,208,0
0,208,0
0,211,3
0,211,4
0,200,0
0,208,0
0,200,0
0,211,0
0,211,3
0,208,0
0,210,4
0,209,0
0,200,0
0,208,0
0,208,0
0,208,0
0,211,5
0,200,0
0,199,0
0,208,0
0,212,4
0,209,0
0,208,0
0,211,4
0,200,0
0,209,0
0,208,0
0,211,0
0,209,0
0,209,0
0,209,0
0,200,0
0,208,0
0,199,0
0,211,0
0,209,0
0,208,0
0,200,0
0,200,0
0,211,3
0,211,0
0,210,0
0,211,0
0,211,0
0,209,0
0,199,0
0,200,0
0,212,4
0,200,0
0,199,0
0,211,0
0,211,5
0,200,0
0,211,0
0,209,0
0,200,0
0,209,0
0,208,0
0,211,0
0,208,0
0,209,0
0,208,0
0,200,0
0,208,0
0,199,0
0,210,0
0,208,0
0,208,0
0,208,0
0,211,0
0,211,5
0,210,4
0,209,0
0,211,4
0,199,0
0,212,0
0,208,0
0,212,4
0,210,0
0,208,0
0,212,0
0,212,4
0,211,4
0,211,3
0,212,2
0,212,4
0,209,0
0,208,0
0,210,0
0,211,0
0,209,0
0,200,0
0,200,0
0,209,0
0,210,0
0,208,0
0,208,0
0,208,0
0,199,0
0,200,0
0,200,0
0,211,5
0,208,0
0,211,0
0,208,0
0,208,0
0,210,0
0,211,0
0,208,0
0,208,0
0,211,0
0,211,0
0,209,0
0,210,0
0,212,4
0,208,0
0,208,0
0,209,0
0,211,0
0,199,0
0,209,0
0,209,0
0,200,0
0,209,0
0,208,0
0,209,0
0,199,0
0,199,0
0,208,0
0,208,0
0,211,0
0,209,0
0,208,0
0,211,0
0,209,0
0,211,5
0,208,0
0,208,0
0,208,0
4.29E+09,345,0
0,200,0
0,208,0
0,209,0
0,209,0
0,209,0
0,208,0
0,208,0
0,211,0
0,208,0
0,211,4
0,208,0
0,211,4
0,211,0
0,200,0
0,211,3
0,211,0
0,209,0
0,208,0
0,200,0
0,211,0
0,209,0
0,211,4
0,211,0
0,212,4
0,211,4
0,211,3
0,208,0
0,200,0
0,209,0
0,209,0
0,199,0
0,211,1
0,211,0
0,208,0
0,209,0
0,208,0
0,209,0
0,209,0
0,208,0
0,212,0
0,211,3
0,209,0
0,211,0
0,208,0
0,209,0
0,211,0
0,207,0
0,211,0
0,208,0
0,210,0
0,211,3
0,209,0
0,199,0
0,199,0
0,212,6
0,208,0
0,211,0
0,208,0
0,210,0
0,199,0
0,209,0
0,212,4
0,209,0
0,211,0
0,200,0
0,209,0
0,211,0
0,208,0
0,199,0
0,200,0
0,210,0
0,209,0
0,211,0
0,211,5
0,209,0
0,210,0
0,209,0
0,211,0
0,212,4
0,209,0
0,210,0
0,208,0
0,209,0
0,210,0
2324,209,0
0,208,0
0,211,0
0,211,3
0,209,0
0,209,0
0,208,0
0,211,5
4.29E+09,332,0
0,211,4
0,209,0
0,209,0
0,208,0
0,208,0
0,211,4
0,208,0
0,211,5
0,211,0
0,208,0
0,210,0
0,211,5
0,209,0
0,200,0
0,208,0
0,211,0
0,211,4
0,210,4
0,208,0
0,200,0
0,212,4
0,209,0
0,212,4
0,209,0
0,208,0
0,212,4
0,211,0
0,208,0
0,211,0
0,211,0
0,208,0
0,199,0
0,482,0
0,216,0
0,212,0
0,200,0
0,211,0
0,208,0
0,212,4
0,208,0
0,209,0
0,208,0
0,208,0
0,208,0
0,208,0
0,212,4
0,211,0
0,210,3
0,208,0
0,211,0
0,209,0
0,211,3
0,211,0
0,211,0
0,199,0
0,208,0
0,212,0
0,210,0
0,212,4
0,200,0
0,211,0
0,211,3
0,208,0
0,208,0
0,211,4
0,209,0
0,209,0
0,208,0
0,208,0
0,211,0
0,208,0
0,212,4
0,200,0
0,211,0
0,208,0
0,200,0
0,208,0
4.29E+09,329,0
0,209,0
0,211,4
0,210,0
0,209,0
0,208,0
0,200,0
0,209,0
0,208,0
0,209,0
0,208,0
0,212,0
0,211,2
0,211,5
0,211,0
0,212,4
0,209,0
0,200,0
0,200,0
0,210,0
0,208,0
0,211,5
0,208,0
0,199,0
0,211,0
0,209,0
0,211,0
0,211,5
0,199,0
0,211,5
0,212,4
0,208,0
0,211,5
0,211,4
0,211,3
0,208,0
0,211,0
0,212,5
0,208,0
0,211,0
0,199,0
0,209,0
0,211,5
0,211,0
0,208,0
0,208,0
0,199,0
0,209,0
0,212,3
0,211,5
24,269,0
0,211,0
0,212,3
0,212,4
0,211,3
0,211,0
0,210,0
0,210,0
0,211,0
0,209,0
0,208,0
0,208,0
0,211,0
0,212,0
0,200,0
0,208,0
0,200,0
0,199,0
0,211,0
0,208,0
0,211,5
2324,310,0
0,209,0
0,211,2
0,209,0
0,199,0
0,200,0
0,209,0
0,211,0
0,199,0
0,211,5
0,210,4
0,208,0
0,200,0
0,199,0
0,208,4
4.29E+09,348,0
0,209,0
0,208,0
0,200,0
0,199,0
0,211,0
0,211,5
0,211,0
0,200,0
0,200,0
0,211,4
0,199,0
0,211,0
0,199,0
0,211,3
0,210,4
0,211,0
0,199,0
0,209,0
0,208,0
0,200,0
0,211,4
0,211,0
0,211,0
0,210,0
0,209,0
0,208,0
0,200,0
0,208,0
0,200,0
0,211,4
0,208,0
4.29E+09,254,0
0,200,0
0,200,0
0,209,0
0,208,0
0,211,4
0,210,5
0,209,0
0,211,4
0,208,0
0,211,0
0,210,0
0,208,0
0,208,0
0,208,0
0,200,0
0,211,0
0,211,5
0,208,0
0,208,0
0,208,0
0,211,4
0,208,0
0,210,0
0,211,5
0,211,0
0,208,0
0,199,0
0,209,0
0,200,0
0,211,0
0,211,0
0,211,1
0,212,0
0,209,0
0,200,0
0,208,0
0,211,0
4.29E+09,323,0
0,212,0
0,208,0
0,211,0
0,209,0
0,211,0
0,211,0
0,209,0
0,199,0
0,211,0
0,212,4
0,209,0
0,211,0
0,211,4
0,210,0
0,212,2
0,212,4
0,211,5
0,200,0
0,212,4
0,208,0
0,199,0
0,208,0
0,208,0
0,200,0
0,211,4
0,211,0
0,200,0
0,210,0
0,208,0
0,212,4
0,208,0
0,210,0
0,200,0
0,211,0
0,199,0
0,208,0
0,211,0
0,199,0
0,208,0
